UserID,Normalized Unique Location,Count of Timestamp
346,"0.78,0.20",1
346,"0.78,0.21",1
346,"0.78,0.23",3
346,"0.79,0.17",1
346,"0.79,0.19",1
346,"0.81,0.17",1
346,"0.83,0.15",616
347,"0.48,0.79",1
347,"0.64,0.82",7
347,"0.67,0.27",1
347,"0.68,0.71",1
347,"0.68,0.72",2
347,"0.69,0.72",2
347,"0.70,0.22",29
347,"0.70,0.27",2
347,"0.72,0.22",2
347,"0.73,0.16",1
347,"0.73,0.17",16
347,"0.74,0.90",2
347,"0.75,0.16",1
347,"0.75,0.89",7
347,"0.76,0.15",131
347,"0.77,0.20",9
347,"0.77,0.28",14
347,"0.78,0.18",6
347,"0.78,0.20",19
347,"0.78,0.29",14
347,"0.79,0.25",2
347,"0.80,0.26",5
347,"0.86,0.49",1
347,"0.86,0.50",6
347,"0.91,0.53",17
349,"0.74,0.24",5
349,"0.75,0.23",13
350,"0.70,0.22",1534
350,"0.70,0.23",1
350,"0.71,0.22",4
350,"0.72,0.22",272
350,"0.76,0.15",6
350,"0.81,0.15",8
350,"0.82,0.15",25
351,"0.75,0.23",2
351,"0.76,0.24",1
351,"0.77,0.20",1
351,"0.77,0.23",191
351,"0.77,0.24",3
351,"0.78,0.20",2
353,"0.70,0.22",74
354,"0.67,0.27",3
354,"0.70,0.22",35
354,"0.70,0.23",1
354,"0.72,0.22",1
354,"0.73,0.16",7
354,"0.74,0.16",1
354,"0.75,0.15",2
354,"0.75,0.17",7
354,"0.76,0.15",201
354,"0.77,0.16",1
354,"0.78,0.29",5
354,"0.82,0.54",6
354,"0.83,0.15",1
354,"0.84,0.55",1
354,"0.85,0.52",1
354,"0.92,0.55",2
355,"0.70,0.22",5
355,"0.72,0.22",2
355,"0.76,0.15",82
355,"0.77,0.20",25
355,"0.78,0.27",1
355,"0.78,0.29",19
355,"0.79,0.25",10
355,"0.79,0.30",9
355,"0.80,0.30",1
355,"0.82,0.15",15
355,"0.92,0.55",4
355,"0.92,0.58",1
356,"0.74,0.26",1
356,"0.74,0.27",10
356,"0.75,0.26",1
356,"0.75,0.27",218
356,"0.75,0.28",2
356,"0.76,0.28",1
356,"0.77,0.24",1
356,"0.77,0.28",15
356,"0.77,0.29",47
356,"0.78,0.23",12
356,"0.78,0.28",5
356,"0.78,0.29",2
356,"0.79,0.23",4
358,"0.73,0.17",927
358,"0.76,0.15",63
359,"0.76,0.15",42
359,"0.85,0.52",1
360,"0.73,0.16",47
360,"0.73,0.17",58
360,"0.74,0.16",8
360,"0.74,0.17",7
360,"0.74,0.18",3
360,"0.74,0.19",4
360,"0.74,0.20",24
360,"0.75,0.15",44
360,"0.75,0.17",31
360,"0.75,0.18",21
360,"0.75,0.19",4
360,"0.76,0.15",38
360,"0.76,0.18",1
360,"0.76,0.19",5
360,"0.78,0.18",313
361,"0.88,0.49",23
361,"0.88,0.50",450
361,"0.89,0.49",108
362,"0.70,0.22",18
362,"0.71,0.22",1
362,"0.72,0.17",1
362,"0.72,0.22",2
362,"0.74,0.22",307
362,"0.75,0.23",2
362,"0.76,0.22",1
362,"0.76,0.23",3
362,"0.76,0.26",4
362,"0.77,0.20",1
362,"0.77,0.23",21
362,"0.78,0.29",2
362,"0.79,0.25",4
362,"0.86,0.50",1
363,"0.70,0.22",53
363,"0.72,0.22",8
363,"0.72,0.23",1
363,"0.73,0.17",4
363,"0.75,0.15",1
363,"0.76,0.15",221
363,"0.76,0.22",6
363,"0.76,0.23",1
363,"0.77,0.20",1
363,"0.77,0.23",15
363,"0.79,0.25",3
363,"0.86,0.50",1
363,"0.88,0.48",4
364,"0.70,0.22",53
364,"0.71,0.22",4
364,"0.72,0.22",7
365,"0.70,0.23",1
365,"0.73,0.16",4
365,"0.73,0.17",4
365,"0.76,0.15",172
365,"0.77,0.16",5
365,"0.78,0.29",2
365,"0.83,0.15",9
366,"0.68,0.22",3
366,"0.70,0.22",630
366,"0.71,0.22",1
367,"0.76,0.15",11
368,"0.77,0.23",19
369,"0.82,0.15",14
370,"0.25,0.59",1
370,"0.26,0.59",1
370,"0.28,0.58",2
370,"0.48,0.79",1
370,"0.55,0.71",1
370,"0.59,0.71",1
370,"0.61,0.71",1
370,"0.62,0.27",1
370,"0.62,0.70",4
370,"0.64,0.82",1
370,"0.65,0.19",1
370,"0.66,0.65",2
370,"0.67,0.27",7
370,"0.70,0.23",1
370,"0.70,0.24",1
370,"0.73,0.16",1
370,"0.73,0.18",3
370,"0.74,0.27",1
370,"0.76,0.15",50
370,"0.78,0.29",17
372,"0.71,0.26",42
372,"0.73,0.25",10
372,"0.74,0.26",5
372,"0.75,0.17",72
372,"0.75,0.25",1
372,"0.75,0.26",4
372,"0.75,0.27",2
372,"0.76,0.15",24
372,"0.76,0.27",1
372,"0.76,0.28",2
372,"0.77,0.16",1
372,"0.77,0.28",2
372,"0.77,0.29",30
372,"0.78,0.28",3
372,"0.78,0.29",365
372,"0.79,0.25",2
372,"0.79,0.29",1
372,"0.81,0.29",14
372,"0.83,0.15",4
372,"0.84,0.15",7
372,"0.84,0.30",7
372,"0.85,0.15",5
373,"0.63,0.25",5
373,"0.70,0.22",21
373,"0.74,0.27",1
373,"0.77,0.26",150
373,"0.77,0.29",7
373,"0.78,0.26",16
373,"0.78,0.27",1
373,"0.78,0.29",8
374,"0.77,0.23",150
375,"0.14,0.98",1
375,"0.70,0.22",211
375,"0.70,0.23",354
375,"0.71,0.23",15
375,"0.72,0.23",2
375,"0.76,0.15",1
376,"0.70,0.22",43
376,"0.73,0.16",7
376,"0.73,0.17",2
376,"0.75,0.15",1
376,"0.75,0.16",1
376,"0.75,0.17",7
376,"0.76,0.15",339
376,"0.77,0.20",1
376,"0.77,0.25",6
376,"0.79,0.25",3
376,"0.80,0.25",5
376,"0.81,0.24",19
376,"0.81,0.25",27
376,"0.86,0.50",24
377,"0.74,0.27",1
377,"0.76,0.15",4
377,"0.77,0.23",8
378,"0.70,0.23",12
378,"0.72,0.17",2
378,"0.73,0.16",1
378,"0.78,0.29",126
379,"0.74,0.59",33
379,"0.75,0.48",11
379,"0.75,0.49",4
379,"0.89,0.53",37
379,"0.89,0.54",142
379,"0.90,0.54",47
379,"0.91,0.54",27
379,"0.92,0.54",5
379,"0.92,0.55",594
381,"0.69,0.23",10
381,"0.70,0.23",379
381,"0.72,0.22",336
382,"0.86,0.50",54
382,"0.87,0.49",27
382,"0.87,0.50",581
382,"0.88,0.49",23
382,"0.89,0.49",54
382,"0.90,0.49",86
383,"0.73,0.18",108
383,"0.74,0.27",1
383,"0.77,0.28",3
383,"0.77,0.29",18
383,"0.78,0.28",249
383,"0.78,0.29",21
384,"0.66,0.27",5
384,"0.67,0.27",7
384,"0.70,0.22",55
384,"0.72,0.18",2
384,"0.72,0.22",5
384,"0.72,0.23",10
384,"0.73,0.18",23
384,"0.76,0.15",45
384,"0.77,0.23",1
384,"0.77,0.26",1
384,"0.77,0.28",17
384,"0.79,0.25",510
384,"0.79,0.26",26
384,"0.80,0.25",5
384,"0.80,0.26",7
384,"0.81,0.26",1
384,"0.82,0.26",3
386,"0.70,0.24",20
386,"0.72,0.22",10
386,"0.72,0.23",1
386,"0.74,0.18",1
386,"0.75,0.17",3
387,"0.70,0.22",66
387,"0.70,0.23",6
388,"0.70,0.22",123
390,"0.75,0.23",2
390,"0.76,0.15",16
390,"0.76,0.22",1
390,"0.76,0.23",1
390,"0.77,0.23",124
391,"0.74,0.24",59
391,"0.75,0.23",2
391,"0.75,0.24",1
391,"0.76,0.24",1
391,"0.77,0.23",61
391,"0.77,0.24",1
392,"0.70,0.22",25
392,"0.71,0.22",1
392,"0.72,0.22",4
392,"0.73,0.16",6
392,"0.73,0.17",14
392,"0.73,0.18",1
392,"0.73,0.22",2
392,"0.74,0.24",28
392,"0.74,0.89",2
392,"0.75,0.15",2
392,"0.75,0.23",5
392,"0.75,0.24",1
392,"0.76,0.15",43
392,"0.76,0.24",1
392,"0.77,0.23",611
392,"0.77,0.24",1
393,"0.75,0.25",56
393,"0.76,0.26",1
393,"0.77,0.26",115
393,"0.77,0.28",1
394,"0.76,0.15",1
395,"0.76,0.15",1
395,"0.80,0.27",437
395,"0.80,0.28",52
395,"0.81,0.28",47
395,"0.81,0.29",10
395,"0.82,0.29",103
396,"0.74,0.24",2
396,"0.74,0.25",1
396,"0.81,0.15",1
396,"0.82,0.15",146
397,"0.73,0.28",8
397,"0.74,0.28",1
397,"0.75,0.27",5
397,"0.75,0.28",11
398,"0.73,0.16",49
398,"0.73,0.17",2
398,"0.76,0.15",2
399,"0.75,0.15",9
399,"0.76,0.15",83
399,"0.78,0.29",1
399,"0.80,0.28",2
399,"0.80,0.53",3
399,"0.81,0.28",1
399,"0.85,0.52",1
400,"0.69,0.27",1
400,"0.72,0.27",6
400,"0.73,0.26",2
400,"0.75,0.17",3
400,"0.75,0.25",5
400,"0.77,0.20",25
400,"0.77,0.23",70
400,"0.78,0.29",5
400,"0.79,0.25",8
400,"0.79,0.30",5
401,"0.70,0.22",1665
401,"0.70,0.23",11
401,"0.71,0.22",29
401,"0.72,0.22",102
401,"0.74,0.24",1
401,"0.75,0.25",67
402,"0.74,0.22",494
404,"0.72,0.22",33
405,"0.76,0.15",15
406,"0.68,0.27",2
406,"0.70,0.23",1
406,"0.70,0.27",51
406,"0.75,0.25",2
406,"0.76,0.24",2
406,"0.77,0.23",893
406,"0.78,0.29",2
406,"0.80,0.25",16
406,"0.81,0.25",1
407,"0.73,0.26",7
407,"0.74,0.25",264
407,"0.74,0.26",7
407,"0.75,0.25",43
407,"0.75,0.27",2
408,"0.66,0.84",2
408,"0.67,0.27",78
408,"0.68,0.27",5
408,"0.69,0.27",695
408,"0.70,0.22",9
408,"0.70,0.27",1
408,"0.72,0.22",3
408,"0.73,0.16",3
408,"0.73,0.26",1
408,"0.74,0.22",11
408,"0.74,0.27",4
408,"0.76,0.15",16
408,"0.77,0.20",3
408,"0.77,0.28",24
408,"0.78,0.24",2
408,"0.78,0.25",2
408,"0.79,0.25",3
408,"0.81,0.15",3
408,"0.82,0.15",10
410,"0.75,0.15",1
410,"0.76,0.15",3
411,"0.77,0.20",45
411,"0.79,0.19",1
411,"0.79,0.24",1
411,"0.79,0.26",2
411,"0.80,0.19",1
411,"0.80,0.26",1
412,"0.72,0.17",1
412,"0.72,0.22",22
412,"0.73,0.21",2
412,"0.74,0.20",4
412,"0.74,0.21",1
412,"0.75,0.20",1
412,"0.75,0.21",2
412,"0.76,0.15",13
412,"0.77,0.20",59
412,"0.82,0.15",493
412,"0.83,0.17",1
412,"0.84,0.17",1
413,"0.70,0.22",1
413,"0.76,0.15",580
413,"0.77,0.15",12
413,"0.83,0.15",17
413,"0.95,0.43",2
413,"0.95,0.44",7
413,"0.96,0.43",1
413,"0.96,0.44",55
414,"0.73,0.18",98
414,"0.74,0.19",16
414,"0.74,0.20",622
414,"0.75,0.20",39
415,"0.21,0.34",11
415,"0.22,0.35",1
415,"0.78,0.29",1
416,"0.15,0.98",1
416,"0.15,0.99",1
416,"0.17,0.99",6
416,"0.20,0.99",2
416,"0.70,0.22",17
416,"0.72,0.17",3
416,"0.72,0.18",2
416,"0.73,0.16",7
416,"0.73,0.18",6
416,"0.74,0.16",2
416,"0.74,0.17",2
416,"0.75,0.17",18
416,"0.76,0.15",443
416,"0.77,0.16",1
416,"0.77,0.20",3
416,"0.78,0.29",5
416,"0.79,0.25",2
417,"0.78,0.29",1
418,"0.70,0.23",1
418,"0.73,0.26",2
418,"0.75,0.23",8
418,"0.75,0.25",2
418,"0.76,0.22",162
418,"0.76,0.25",1
418,"0.77,0.23",9
418,"0.77,0.28",2
419,"0.70,0.22",430
419,"0.75,0.15",5
419,"0.76,0.15",23
419,"0.78,0.29",23
420,"0.77,0.23",60
421,"0.70,0.22",4
421,"0.72,0.22",1
421,"0.77,0.23",9
421,"0.77,0.25",2
423,"0.77,0.23",88
423,"0.77,0.25",3
423,"0.79,0.25",16
424,"0.70,0.22",42
424,"0.76,0.15",2
425,"0.73,0.28",3
425,"0.74,0.25",3
425,"0.74,0.27",5
425,"0.74,0.28",97
425,"0.75,0.17",1
425,"0.75,0.25",6
425,"0.75,0.28",268
425,"0.76,0.15",12
425,"0.77,0.28",16
425,"0.79,0.25",1
426,"0.73,0.16",3
426,"0.74,0.16",2
426,"0.74,0.17",1
426,"0.75,0.15",2
426,"0.76,0.15",209
426,"0.77,0.20",3
426,"0.79,0.30",5
427,"0.67,0.27",2
427,"0.73,0.16",2
427,"0.76,0.15",26
427,"0.77,0.20",4
428,"0.70,0.22",214
428,"0.70,0.23",3
428,"0.75,0.25",22
428,"0.78,0.30",1
428,"0.79,0.23",36
428,"0.79,0.25",8
428,"0.79,0.26",249
428,"0.79,0.29",1
428,"0.79,0.30",9
428,"0.80,0.26",4
428,"0.80,0.27",5
428,"0.80,0.28",2
428,"0.80,0.29",3
428,"0.81,0.23",6
429,"0.67,0.27",8
429,"0.68,0.27",1
429,"0.70,0.26",1
429,"0.72,0.26",1
429,"0.73,0.26",123
429,"0.74,0.26",13
430,"0.70,0.24",4
430,"0.70,0.25",2
430,"0.76,0.15",3
430,"0.78,0.18",2
430,"0.78,0.29",6
430,"0.82,0.15",341
430,"0.83,0.15",2
430,"0.84,0.15",1
430,"0.85,0.15",1
431,"0.77,0.20",2
431,"0.77,0.25",2
431,"0.77,0.28",5
431,"0.78,0.20",2
431,"0.78,0.26",33
431,"0.79,0.25",10
434,"0.63,0.20",3
434,"0.68,0.22",2
434,"0.69,0.23",1
434,"0.70,0.22",429
434,"0.70,0.23",2
434,"0.72,0.22",1
434,"0.73,0.16",4
434,"0.74,0.27",1
434,"0.76,0.15",12
434,"0.78,0.29",12
435,"0.70,0.22",20
435,"0.73,0.16",3
435,"0.73,0.17",9
435,"0.75,0.15",2
435,"0.75,0.17",7
435,"0.76,0.15",206
435,"0.83,0.15",1
435,"0.96,0.44",2
436,"0.69,0.27",410
436,"0.70,0.22",307
436,"0.70,0.23",9
436,"0.70,0.24",2
436,"0.70,0.26",33
436,"0.70,0.27",1
436,"0.73,0.26",34
436,"0.79,0.25",4
437,"0.70,0.22",208
437,"0.77,0.28",17
438,"0.70,0.22",245
439,"0.61,0.31",40
439,"0.67,0.27",147
439,"0.68,0.27",3
439,"0.69,0.27",33
439,"0.70,0.22",85
439,"0.70,0.23",8
439,"0.72,0.22",1
439,"0.73,0.18",1
439,"0.73,0.26",6
439,"0.74,0.27",6
439,"0.76,0.15",21
439,"0.78,0.29",22
439,"0.79,0.29",5
439,"0.84,0.15",2
439,"0.85,0.15",1
440,"0.15,0.98",1
440,"0.17,0.99",2
440,"0.20,0.99",1
440,"0.70,0.22",1
440,"0.72,0.18",1
440,"0.73,0.16",2
440,"0.73,0.18",4
440,"0.74,0.16",1
440,"0.74,0.17",1
440,"0.75,0.17",4
440,"0.76,0.15",55
442,"0.70,0.22",51
442,"0.77,0.29",67
442,"0.78,0.29",231
442,"0.79,0.30",6
442,"0.89,0.53",1
443,"0.66,0.27",6
443,"0.67,0.27",12
443,"0.70,0.23",59
443,"0.72,0.22",10
443,"0.73,0.18",127
443,"0.74,0.23",1
443,"0.75,0.23",1426
443,"0.76,0.23",15
443,"0.77,0.23",315
443,"0.79,0.25",4
444,"0.69,0.27",1230
444,"0.70,0.27",10
444,"0.72,0.27",9
444,"0.75,0.17",93
444,"0.75,0.28",1
444,"0.77,0.28",257
445,"0.72,0.22",1
445,"0.73,0.25",2
445,"0.73,0.26",24
445,"0.74,0.26",778
445,"0.74,0.27",3
445,"0.75,0.15",2
445,"0.75,0.25",23
445,"0.76,0.15",2
445,"0.77,0.20",3
445,"0.78,0.20",10
445,"0.79,0.25",1
445,"0.84,0.15",1
446,"0.70,0.22",274
446,"0.72,0.18",22
446,"0.72,0.22",226
446,"0.73,0.18",24
446,"0.74,0.20",2
446,"0.75,0.15",8
446,"0.76,0.15",1218
446,"0.77,0.20",1
447,"0.58,0.25",3
447,"0.59,0.25",3
447,"0.60,0.25",3
447,"0.72,0.17",3
447,"0.73,0.16",8
447,"0.73,0.17",10
447,"0.73,0.18",8
447,"0.73,0.26",7
447,"0.74,0.20",5
447,"0.75,0.23",2
447,"0.75,0.24",3
447,"0.77,0.23",530
448,"0.75,0.23",3
448,"0.76,0.22",6
448,"0.76,0.24",19
448,"0.77,0.22",1
448,"0.77,0.23",37
448,"0.77,0.24",41
448,"0.78,0.22",2
448,"0.78,0.24",57
448,"0.78,0.25",5
448,"0.78,0.26",1
448,"0.81,0.26",3
449,"0.80,0.27",114
449,"0.82,0.28",4
450,"0.70,0.27",50
450,"0.72,0.17",8
450,"0.73,0.18",7
450,"0.73,0.26",9
450,"0.74,0.28",1
450,"0.75,0.15",2
450,"0.75,0.17",3
450,"0.75,0.25",3
450,"0.76,0.15",1
450,"0.78,0.20",2
450,"0.78,0.29",7
450,"0.79,0.25",3
450,"0.80,0.26",1
450,"0.81,0.23",2
450,"0.83,0.22",1
451,"0.72,0.17",1
451,"0.73,0.16",89
451,"0.73,0.17",9
451,"0.74,0.16",5
451,"0.74,0.18",3
451,"0.75,0.15",13
451,"0.75,0.16",1
451,"0.75,0.17",7
451,"0.75,0.18",1
451,"0.75,0.19",2
451,"0.76,0.24",2
451,"0.77,0.20",3
451,"0.77,0.22",1
451,"0.77,0.23",112
452,"0.68,0.22",1
452,"0.70,0.22",191
454,"0.75,0.25",1
456,"0.68,0.22",3
456,"0.70,0.22",260
456,"0.74,0.27",8
457,"0.70,0.23",12
457,"0.74,0.28",2
457,"0.75,0.27",113
457,"0.75,0.28",2
457,"0.76,0.15",695
457,"0.76,0.27",1
457,"0.76,0.28",6
457,"0.77,0.15",1
457,"0.77,0.28",26
457,"0.77,0.29",3
457,"0.78,0.29",467
458,"0.70,0.22",5
458,"0.72,0.17",4
458,"0.73,0.16",106
458,"0.73,0.26",7
458,"0.74,0.24",1
458,"0.76,0.15",18
458,"0.78,0.18",5
458,"0.78,0.23",4
458,"0.78,0.26",6
458,"0.78,0.29",1
458,"0.81,0.15",2
458,"0.81,0.23",2
458,"0.82,0.15",116
458,"0.83,0.15",1
459,"0.70,0.22",62
459,"0.72,0.17",2
459,"0.72,0.60",2
459,"0.73,0.16",2
459,"0.73,0.17",10
459,"0.74,0.16",2
459,"0.75,0.15",11
459,"0.76,0.15",101
459,"0.77,0.28",1
459,"0.78,0.29",1
459,"0.80,0.18",1
459,"0.83,0.15",10
460,"0.67,0.27",3
460,"0.70,0.22",35
460,"0.72,0.22",14
460,"0.73,0.16",1
460,"0.73,0.26",37
460,"0.74,0.22",11
460,"0.74,0.27",24
460,"0.74,0.28",466
460,"0.75,0.25",21
460,"0.75,0.27",1
460,"0.75,0.28",242
460,"0.76,0.15",81
460,"0.76,0.28",11
460,"0.77,0.20",3
460,"0.77,0.28",68
460,"0.78,0.20",11
460,"0.78,0.29",5
460,"0.79,0.25",28
460,"0.79,0.26",1
460,"0.79,0.27",2
460,"0.79,0.30",11
461,"0.77,0.23",16
461,"0.78,0.20",1
462,"0.68,0.26",4
462,"0.68,0.27",64
463,"0.73,0.16",1
463,"0.76,0.15",19
463,"0.77,0.16",1
464,"0.76,0.15",8
465,"0.73,0.16",9
465,"0.73,0.17",1
465,"0.76,0.15",187
466,"0.61,0.71",7
466,"0.62,0.70",1
466,"0.75,0.49",1
466,"0.79,0.50",1
467,"0.63,0.25",1
467,"0.70,0.22",3
467,"0.72,0.60",1
467,"0.76,0.15",20
467,"0.77,0.16",1
468,"0.69,0.22",9
468,"0.70,0.22",595
468,"0.71,0.22",2
468,"0.72,0.21",4
468,"0.72,0.22",58
468,"0.73,0.18",1
468,"0.75,0.17",6
468,"0.78,0.18",2
469,"0.70,0.22",1
469,"0.72,0.17",20
469,"0.73,0.16",11
469,"0.73,0.17",35
469,"0.74,0.17",54
469,"0.75,0.17",1584
469,"0.79,0.25",1
469,"0.82,0.16",3
469,"0.83,0.15",53
469,"0.83,0.16",43
469,"0.84,0.15",13
470,"0.67,0.27",1
470,"0.70,0.22",6
470,"0.73,0.16",2
470,"0.73,0.18",1
470,"0.76,0.15",65
470,"0.77,0.28",1
470,"0.78,0.29",8
470,"0.79,0.25",1
470,"0.85,0.17",1
471,"0.70,0.22",360
471,"0.70,0.23",7
471,"0.70,0.24",3
471,"0.71,0.22",16
471,"0.72,0.22",18
471,"0.72,0.23",1
472,"0.75,0.15",12
472,"0.76,0.15",1945
472,"0.77,0.15",1
472,"0.77,0.16",10
472,"0.78,0.18",3
472,"0.79,0.30",1
472,"0.81,0.23",10
472,"0.81,0.24",14
472,"0.83,0.15",4
473,"0.76,0.15",50
475,"0.72,0.22",1768
475,"0.72,0.23",7
476,"0.70,0.22",100
476,"0.73,0.16",27
476,"0.73,0.18",1
476,"0.74,0.24",1
476,"0.75,0.15",1
476,"0.75,0.16",1
476,"0.75,0.17",1
476,"0.76,0.15",395
476,"0.76,0.26",6
476,"0.77,0.26",2
476,"0.77,0.29",5
476,"0.78,0.26",4
476,"0.78,0.29",31
476,"0.79,0.26",1
476,"0.86,0.50",3
476,"0.88,0.48",14
477,"0.66,0.65",1
477,"0.70,0.22",6
477,"0.73,0.16",2
477,"0.76,0.15",170
477,"0.77,0.16",2
477,"0.77,0.20",2
477,"0.77,0.29",1
477,"0.78,0.29",17
478,"0.70,0.22",22
478,"0.73,0.18",1
478,"0.74,0.27",1
478,"0.76,0.15",26
478,"0.78,0.27",1
478,"0.78,0.29",1
478,"0.79,0.25",1
478,"0.79,0.26",1
479,"0.75,0.23",2
479,"0.76,0.15",4
479,"0.77,0.23",33
479,"0.77,0.28",2
480,"0.75,0.23",2
480,"0.77,0.20",11
480,"0.77,0.21",4
480,"0.77,0.22",1
480,"0.77,0.23",294
481,"0.75,0.17",1
481,"0.77,0.20",14
482,"0.77,0.23",183
483,"0.61,0.31",46
483,"0.70,0.22",596
483,"0.70,0.23",14
483,"0.71,0.22",3
483,"0.72,0.22",5
483,"0.76,0.24",2
483,"0.77,0.24",2
483,"0.79,0.25",3
483,"0.79,0.30",13
484,"0.72,0.22",4
484,"0.74,0.20",4
484,"0.74,0.89",3
484,"0.74,0.90",2
484,"0.76,0.15",32
484,"0.77,0.25",15
484,"0.79,0.25",15
485,"0.67,0.27",3
485,"0.74,0.24",1
485,"0.74,0.27",1
485,"0.74,0.28",1
485,"0.77,0.23",37
485,"0.78,0.23",3
485,"0.78,0.29",2
486,"0.69,0.27",1
486,"0.70,0.22",614
486,"0.70,0.23",2
486,"0.72,0.22",600
486,"0.72,0.23",1
486,"0.73,0.22",4
486,"0.73,0.26",1
486,"0.74,0.22",108
486,"0.75,0.15",2
486,"0.75,0.25",5
486,"0.76,0.15",39
486,"0.76,0.26",48
487,"0.73,0.16",11
487,"0.73,0.17",3
487,"0.74,0.16",2
487,"0.74,0.18",2
487,"0.74,0.21",1
487,"0.75,0.15",4
487,"0.75,0.23",3
487,"0.75,0.24",1
487,"0.76,0.15",110
487,"0.77,0.25",6
487,"0.77,0.26",3
487,"0.78,0.29",17
487,"0.79,0.25",1
488,"0.70,0.27",44
488,"0.75,0.25",4
488,"0.77,0.23",284
489,"0.76,0.15",379
489,"0.76,0.16",1
489,"0.77,0.16",11
490,"0.70,0.22",1063
490,"0.71,0.22",11
490,"0.75,0.15",3
490,"0.76,0.15",46
491,"0.70,0.22",18
491,"0.70,0.23",14
491,"0.71,0.23",3
491,"0.72,0.22",1913
491,"0.75,0.23",27
492,"0.68,0.27",2
492,"0.70,0.22",10
492,"0.78,0.20",2
492,"0.78,0.29",52
492,"0.79,0.25",3
492,"0.80,0.19",1
493,"0.70,0.22",50
494,"0.70,0.22",156
494,"0.73,0.16",8
494,"0.73,0.17",1
494,"0.73,0.18",6
494,"0.75,0.15",28
494,"0.75,0.17",26
494,"0.76,0.15",616
494,"0.77,0.26",1
494,"0.78,0.29",4
494,"0.79,0.25",23
494,"0.80,0.28",7
494,"0.83,0.15",8
494,"0.85,0.19",1
494,"0.86,0.18",5
495,"0.70,0.22",123
495,"0.70,0.23",1
495,"0.72,0.22",1
496,"0.69,0.27",13
496,"0.70,0.22",9
496,"0.70,0.23",1
496,"0.70,0.24",1
496,"0.72,0.22",2
496,"0.72,0.23",4
496,"0.73,0.22",4
496,"0.74,0.22",349
496,"0.74,0.23",1
496,"0.75,0.23",12
496,"0.76,0.22",2
496,"0.77,0.24",1
496,"0.77,0.28",24
496,"0.79,0.25",1
496,"0.79,0.26",1
497,"0.70,0.22",33
497,"0.72,0.17",1
497,"0.73,0.17",23
497,"0.73,0.18",4
497,"0.73,0.25",1
497,"0.73,0.26",10
497,"0.75,0.15",2
497,"0.75,0.17",1
497,"0.76,0.15",310
497,"0.77,0.15",2
497,"0.77,0.20",6
497,"0.77,0.23",14
497,"0.77,0.29",24
497,"0.78,0.20",3
497,"0.81,0.23",20
497,"0.83,0.15",4
497,"0.93,0.07",10
498,"0.70,0.22",97
498,"0.71,0.22",1
498,"0.72,0.22",1
498,"0.73,0.26",2
498,"0.75,0.17",1
498,"0.76,0.15",6
498,"0.77,0.23",1
498,"0.77,0.28",1
498,"0.78,0.18",1
498,"0.78,0.29",2
498,"0.79,0.25",1
498,"0.79,0.30",5
498,"0.80,0.19",4
498,"0.81,0.30",1
498,"0.82,0.15",1
499,"0.48,0.79",1
499,"0.63,0.25",5
499,"0.70,0.22",12
499,"0.73,0.26",4
499,"0.76,0.15",55
499,"0.77,0.20",33
499,"0.78,0.20",135
499,"0.82,0.15",5
499,"0.83,0.15",10
500,"0.73,0.16",6
500,"0.73,0.18",5
500,"0.76,0.23",1
500,"0.77,0.20",11
500,"0.77,0.22",1
500,"0.77,0.23",97
500,"0.78,0.23",1
500,"0.78,0.29",13
501,"0.63,0.06",6
501,"0.64,0.05",1
501,"0.70,0.22",17
501,"0.72,0.17",9
501,"0.73,0.16",2
501,"0.73,0.18",5
501,"0.75,0.15",1
501,"0.76,0.15",77
501,"0.77,0.16",5
501,"0.77,0.20",8
501,"0.78,0.29",5
502,"0.82,0.16",19
503,"0.70,0.22",31
503,"0.70,0.23",1
503,"0.71,0.22",1
503,"0.72,0.22",1
503,"0.73,0.22",1
503,"0.74,0.22",1
503,"0.74,0.24",1
503,"0.75,0.17",1
503,"0.76,0.15",12
503,"0.77,0.20",1
503,"0.77,0.23",628
503,"0.77,0.24",3
503,"0.78,0.29",4
503,"0.79,0.25",30
503,"0.79,0.26",15
503,"0.79,0.27",9
503,"0.80,0.49",2
503,"0.82,0.29",2
503,"0.84,0.52",1
503,"0.86,0.50",1
504,"0.70,0.22",21
504,"0.75,0.15",2
504,"0.75,0.17",1
504,"0.76,0.15",276
506,"0.63,0.06",11
506,"0.69,0.45",1
506,"0.71,0.47",2
506,"0.72,0.17",4
506,"0.73,0.16",15
506,"0.73,0.18",4
506,"0.75,0.17",4
506,"0.76,0.15",281
506,"0.76,0.16",8
506,"0.77,0.16",29
506,"0.77,0.18",1
506,"0.78,0.18",1
506,"0.78,0.25",8
506,"0.78,0.29",1
506,"0.79,0.25",53
506,"0.79,0.30",2
506,"0.80,0.49",1
506,"0.84,0.15",3
506,"0.85,0.15",2
506,"0.87,0.54",5
507,"0.70,0.27",1
507,"0.73,0.27",1
507,"0.74,0.27",3
507,"0.74,0.28",70
507,"0.75,0.17",1
507,"0.75,0.25",5
507,"0.75,0.28",9
507,"0.76,0.15",36
507,"0.77,0.28",17
507,"0.77,0.29",1
507,"0.78,0.29",1
507,"0.78,0.49",3
507,"0.79,0.29",1
507,"0.79,0.30",1
508,"0.70,0.22",44
508,"0.72,0.22",1
508,"0.73,0.23",1
508,"0.75,0.23",1
510,"0.69,0.27",9
510,"0.70,0.22",94
510,"0.70,0.23",2
510,"0.70,0.27",7
510,"0.72,0.22",1
